,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
17,2003,SAS,60,22,0.7317073170731707,95.8,11.5,31.2,42.6,20.0,7.7,6.5,15.8,.462,.354,.725
