,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2013,OKC,SF,81,38.5,28.1,7.9,4.6,1.4,1.3,3.5,0.51,0.41600000000000004,0.5589999999999999,0.905
