,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
6,2014,LAC,57,25,0.6951219512195121,107.9,10.5,32.5,43.0,24.6,8.6,4.8,13.9,.474,.352,.730
