,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2003,MIN,PF,82,40.5,23.0,13.4,6.0,1.4,1.6,2.8,0.502,0.282,0.508,0.7509999999999999
