,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2014,CHI,C,80,35.3,12.6,11.3,5.4,1.2,1.5,2.4,0.475,0.0,0.475,0.737
