,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2005,PHO,PG,75,34.3,15.5,3.3,11.5,1.0,0.1,3.3,0.502,0.431,0.557,0.887
