,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2016,SAS,SF,72,33.1,21.2,1.3,5.5,6.8,2.6,1.8,1.0,1.5,0.506,,0.565,0.8740000000000001
