,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2008,ORL,C,82,37.7,20.7,3.4,10.8,14.2,1.3,0.9,2.1,3.2,0.599,,0.599,0.59
