,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
13,2007,PHO,61,21,0.7439024390243902,110.2,40.5,25.9,6.7,4.8,14.5,.494,.399,.808
