,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
10,2010,LAL,57,25,0.6951219512195121,101.7,44.3,21.1,7.5,4.9,13.4,.457,.341,.765
