,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2014,LAC,PF,80,35.8,24.1,9.5,3.9,1.2,0.6,2.8,0.528,0.273,0.5329999999999999,0.715
