,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2011,CHI,PG,81,3026.0,23.5,0.55,0.24100000000000002,0.348,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,0.20800000000000002,5.8,0.1,5.9,6.0
