,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
9,2011,CHI,62,20,0.7560975609756098,98.6,44.2,22.3,7.2,5.7,14.2,.462,.361,.743
