,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2003,SAS,PF,81,39.3,23.3,12.9,3.9,0.7,2.9,3.1,0.513,0.273,0.515,0.71
