,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2010,CLE,SF,76,39.0,29.7,0.9,6.4,7.3,8.6,1.6,1.0,3.4,0.503,,0.545,0.767
