,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
8,2012,OKC,47,19,0.7121212121212122,103.1,11.0,32.7,43.7,18.5,7.5,8.2,16.3,.471,.358,.806
