,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
9,2011,MIA,58,24,0.7073170731707317,102.1,9.6,32.5,42.1,20.0,6.6,5.2,13.9,.481,.370,.769
