,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
16,2004,MIN,58,24,0.7073170731707317,94.5,10.7,32.3,42.9,23.0,6.8,5.6,12.7,.462,.363,.781
