,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2004,MIN,PF,82,39.4,24.2,3.0,10.9,13.9,5.0,1.5,2.2,2.6,0.499,,0.502,0.7909999999999999
