,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2014,OKC,SF,81,38.5,32.0,0.7,6.7,7.4,5.5,1.3,0.7,3.5,0.503,,0.56,0.873
