,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
10,2010,ORL,59,23,0.7195121951219512,102.8,9.9,33.4,43.2,19.7,6.2,5.6,14.1,.470,.375,.724
