,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
15,2005,MIA,59,23,0.7195121951219512,101.5,10.8,32.2,43.0,21.8,6.4,5.8,13.7,.486,.377,.672
