,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2019,OKC,SF,77,36.9,28.0,8.2,4.1,2.2,0.4,2.7,0.43799999999999994,0.386,0.529,0.8390000000000001
