,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
3,2017,SAS,61,21,0.7439024390243902,105.3,10.0,33.9,43.9,23.8,8.0,5.9,13.4,.469,.391,.797
