,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2007,SAS,C,80,34.1,20.0,2.7,7.9,10.6,3.4,0.8,2.4,2.8,0.546,0.111,0.547,0.637
