,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2005,PHO,PG,75,2573.0,22.0,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,4.5,-2.9,1.7,2.4
