,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
15,2005,PHO,62,20,0.7560975609756098,110.4,11.8,32.3,44.1,23.5,7.0,5.5,13.7,.477,.393,.748
