,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2009,MIA,SG,79,38.6,30.2,5.0,7.5,2.2,1.3,3.4,0.491,0.317,0.516,0.765
