,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2009,MIA,SG,79,3048.0,30.4,0.574,0.16,0.44299999999999995,3.5,12.2,7.8,40.3,3.0,2.8,11.6,36.2,10.3,4.4,14.7,0.23199999999999998,8.7,2.0,10.7,9.7
