,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
5,2015,HOU,56,26,0.6829268292682927,103.9,11.7,32.0,43.7,22.2,9.5,5.0,16.7,.444,.348,.715
