,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
1,2019,OKC,49,33,0.5975609756097561,114.5,12.6,35.5,48.1,23.4,9.3,5.2,14.0,.454,.348,.713
