,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2013,LAC,PG,70,33.4,16.9,0.8,3.0,3.7,9.7,2.4,0.1,2.3,0.48100000000000004,,0.526,0.885
