,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
1,2019,GSW,57,25,0.6951219512195121,117.7,9.7,36.5,46.2,29.4,7.6,6.4,14.3,.491,.385,.801
