,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
2,2018,POR,49,33,0.5975609756097561,105.6,45.5,19.5,7.0,5.2,13.5,.452,.366,.800
