,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2006,PHO,PG,79,35.4,18.8,0.6,3.6,4.2,10.5,0.8,0.2,3.5,0.512,,0.583,0.9209999999999999
