,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
11,2009,ORL,59,23,0.7195121951219512,101.0,43.3,19.4,7.0,5.4,13.9,.457,.381,.715
