,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2009,ORL,C,79,35.7,20.6,13.8,1.4,1.0,2.9,3.0,0.5720000000000001,0.0,0.5720000000000001,0.594
