,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
11,2009,NOH,49,33,0.5975609756097561,95.8,9.8,29.9,39.7,19.6,7.2,4.1,12.5,0.457,0.364,0.807
