,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
14,2006,DAL,60,22,0.7317073170731707,99.1,42.2,18.0,7.2,6.0,13.6,.462,.374,.783
