,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2006,DAL,PF,81,38.1,26.6,9.0,2.8,0.7,1.0,1.9,0.48,0.406,0.515,0.9009999999999999
