,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2006,DET,PG,81,36.1,18.5,3.1,8.6,0.9,0.1,2.1,0.418,0.433,0.509,0.894
