,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
14,2006,DET,64,18,0.7804878048780488,96.8,40.5,24.0,7.1,6.0,11.4,.455,.384,.727
