,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
5,2015,HOU,56,26,0.6829268292682927,103.9,43.7,22.2,9.5,5.0,16.7,.444,.348,.715
