,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2015,HOU,SG,81,36.8,27.4,5.7,7.0,1.9,0.7,4.0,0.44,0.375,0.511,0.868
