,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2017,OKC,PG,81,34.6,31.6,10.7,10.4,1.6,0.4,5.4,0.425,0.34299999999999997,0.47600000000000003,0.845
