,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
10,2010,OKC,50,32,0.6097560975609756,101.5,43.5,20.0,8.0,5.9,15.0,.462,.340,.805
