,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2019,DEN,C,80,31.3,20.1,2.9,8.0,10.8,7.3,1.4,0.7,3.1,0.511,0.307,0.545,0.821
