,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2002,NJN,PG,82,37.3,14.7,1.6,5.7,7.3,9.9,2.1,0.2,3.5,0.391,,0.442,0.8140000000000001
