,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
9,2011,LAL,57,25,0.6951219512195121,101.5,12.1,31.9,44.0,22.0,7.3,5.1,13.1,.463,.352,.779
