,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2001,PHI,SG,71,42.0,31.1,0.7,3.1,3.8,4.6,2.5,0.3,3.3,0.42,,0.447,0.8140000000000001
