,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
16,2004,SAC,55,27,0.6707317073170732,102.8,41.2,26.2,8.7,4.0,13.9,.462,.401,.795
