,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2004,SAC,SF,81,40.3,24.2,6.3,2.1,1.3,0.2,1.9,0.48,0.433,0.5660000000000001,0.927
