,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2010,MIA,SG,77,2792.0,28.0,0.562,0.161,0.465,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,13.0,0.22399999999999998,7.4,2.0,9.4,8.0
