,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
10,2010,MIA,47,35,0.573170731707317,96.5,41.8,18.9,7.4,5.6,13.2,.458,.346,.752
