,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2001,SAC,PF,70,2836.0,24.7,0.516,0.017,0.282,14.8,20.6,1.7,2.8,9.6,31.6,5.8,5.2,11.0,0.18600000000000003,2.6,2.4,4.9,4.9
