,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2004,IND,PF,78,35.7,20.1,2.5,7.5,10.0,2.1,0.8,2.6,2.3,0.434,,0.435,0.757
