,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2003,LAL,C,67,37.8,27.5,3.9,7.2,11.1,3.1,0.6,2.4,2.9,0.574,,0.574,0.622
