,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2013-14,19.0,MIL,NBA,SF,77,23,1897,173,418,0.414,41,118,0.34700000000000003,132,300,0.44,0.46299999999999997,138,202,0.6829999999999999,78,261,339,150,60,61,122,173,525
1,2014-15,20.0,MIL,NBA,SG,81,71,2541,383,780,0.491,7,44,0.159,376,736,0.511,0.496,257,347,0.741,100,442,542,207,73,85,173,254,1030
2,2015-16,21.0,MIL,NBA,PG,80,79,2823,513,1013,0.506,28,109,0.257,485,904,0.537,0.52,296,409,0.7240000000000001,113,499,612,345,94,113,208,258,1350
3,2016-17,22.0,MIL,NBA,SF,80,80,2845,656,1259,0.521,49,180,0.272,607,1079,0.563,0.541,471,612,0.77,142,558,700,434,131,151,234,246,1832
4,2017-18,23.0,MIL,NBA,PF,75,75,2756,742,1402,0.529,43,140,0.307,699,1262,0.5539999999999999,0.545,487,641,0.76,156,597,753,361,109,106,223,231,2014
5,2018-19,24.0,MIL,NBA,PF,72,72,2358,721,1247,0.578,52,203,0.256,669,1044,0.6409999999999999,0.599,500,686,0.7290000000000001,159,739,898,424,92,110,268,232,1994
6,Career,,,NBA,,465,400,15220,3188,6119,0.521,220,794,0.27699999999999997,2968,5325,0.557,0.539,2149,2897,0.742,748,3096,3844,1921,559,626,1228,1394,8745
