,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2013-14,19.0,MIL,NBA,SF,77,23,24.6,2.2,5.4,0.414,0.5,1.5,0.34700000000000003,1.7,3.9,0.44,0.46299999999999997,1.8,2.6,0.6829999999999999,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8
1,2014-15,20.0,MIL,NBA,SG,81,71,31.4,4.7,9.6,0.491,0.1,0.5,0.159,4.6,9.1,0.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7
2,2015-16,21.0,MIL,NBA,PG,80,79,35.3,6.4,12.7,0.506,0.4,1.4,0.257,6.1,11.3,0.537,0.52,3.7,5.1,0.7240000000000001,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9
3,2016-17,22.0,MIL,NBA,SF,80,80,35.6,8.2,15.7,0.521,0.6,2.3,0.272,7.6,13.5,0.563,0.541,5.9,7.7,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9
4,2017-18,23.0,MIL,NBA,PF,75,75,36.7,9.9,18.7,0.529,0.6,1.9,0.307,9.3,16.8,0.5539999999999999,0.545,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9
5,2018-19,24.0,MIL,NBA,PF,72,72,32.8,10.0,17.3,0.578,0.7,2.8,0.256,9.3,14.5,0.6409999999999999,0.599,6.9,9.5,0.7290000000000001,2.2,10.3,12.5,5.9,1.3,1.5,3.7,3.2,27.7
6,Career,,,NBA,,465,400,32.7,6.9,13.2,0.521,0.5,1.7,0.27699999999999997,6.4,11.5,0.557,0.539,4.6,6.2,0.742,1.6,6.7,8.3,4.1,1.2,1.3,2.6,3.0,18.8
