,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2013-14,19.0,MIL,NBA,SF,77,1897,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,,0.1,1.1,1.2,0.031,,-2.5,0.7,-1.8,0.1
1,2014-15,20.0,MIL,NBA,SG,81,2541,14.8,0.552,0.055999999999999994,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,,2.2,4.0,6.2,0.11699999999999999,,-1.7,2.1,0.5,1.6
2,2015-16,21.0,MIL,NBA,PG,80,2823,18.8,0.5660000000000001,0.10800000000000001,0.40399999999999997,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,,4.2,2.9,7.1,0.121,,1.0,1.5,2.4,3.2
3,2016-17,22.0,MIL,NBA,SF,80,2845,26.1,0.599,0.14300000000000002,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,,7.9,4.5,12.4,0.21,,4.1,3.5,7.6,6.9
4,2017-18,23.0,MIL,NBA,PF,75,2756,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,,8.3,3.6,11.9,0.207,,3.9,1.9,5.8,5.4
5,2018-19,24.0,MIL,NBA,PF,72,2358,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,,8.9,5.5,14.4,0.292,,5.7,5.0,10.8,7.6
6,Career,,,NBA,,465,15220,21.9,0.591,0.13,0.473,5.6,22.5,14.2,21.4,1.8,3.5,14.2,25.2,,31.6,21.7,53.2,0.168,,2.0,2.5,4.5,24.8
