,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
1,2019,MIL,60,22,0.7317073170731707,118.1,9.3,40.4,49.7,26.0,7.5,5.9,13.9,.476,.353,.773
