,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2005,DAL,PF,78,38.7,26.1,1.2,8.5,9.7,3.1,1.2,1.5,2.3,0.45899999999999996,0.39899999999999997,0.49,0.8690000000000001
