,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
15,2005,DAL,58,24,0.7073170731707317,102.5,12.1,30.9,42.9,19.6,8.6,5.6,13.4,.457,.364,.789
