,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2005,MIA,C,73,2492.0,27.0,0.583,0.0,0.6990000000000001,17.8,15.7,0.8,5.0,12.4,30.5,6.4,4.6,11.0,0.21100000000000002,3.3,2.3,5.6,4.7
